ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Genre,Price,Items in Stock
1432,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey,Biography,37,7
1433,Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,2002,Laurel-Leaf Books,Science Fiction,24,2
1434,Speak,Laurie Halse Anderson,2001,Speak,Self-help,42,7
1435,Kerosene,Chris Wooding,2002,Push,Historical Fiction,57,4
1436,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books,Mystery,37,1
1437,Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation,Brian O'Leary,1989,North Atlantic Books,Fantasy,11,6
1438,"Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations",Brian O'Leary,1996,Kamapua'a Press,Fantasy,36,3
1439,The Second Coming of Science: An Intimate Report on the New Science,Brian O'Leary,1992,North Atlantic Books,Biography,50,9
1440,Synchronicity: The Bridge Between Matter and Mind,F. David Peat,1988,Bantam,Science Fiction,18,7
1441,L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),L. Ron Hubbard,1988,Bridge Publications,Thriller,16,10
1442,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,2002,Simon &amp; Schuster,Young Adult,43,8
1443,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks,Mystery,11,9
1444,"Clones (Star Wars: Galaxy of Fear, Book 11)",JOHN WHITMAN,1998,Skylark,Historical Fiction,30,6
1445,Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,2002,Moderne Verlagsges. Mvg,Horror,44,4
1446,Herr Lehmann. Ein Roman.,Sven Regener,2001,Eichborn,Romance,54,6
1447,Arnold: An Unauthorized Biography,Wendy Leigh,1990,McGraw-Hill,Thriller,52,9
1448,Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,1987,Scholastic,Self-help,47,7
1449,Little Princess,Frances Hodgson Burnett,0,Barnes Noble Books,Young Adult,10,5
1450,Light on Yoga: Yoga Dipika,B. K. S. Iyengar,1995,Schocken Books,Fantasy,19,2
1451,Emotionally Weird: A Novel,Kate Atkinson,2001,Picador USA,Thriller,41,10
1452,Skipping Christmas,JOHN GRISHAM,2002,Doubleday,Mystery,35,3
1453,The Last Juror,John Grisham,2004,Doubleday,Self-help,11,5
1454,Cooking Light,Susan M. McIntosh,1983,Leisure Arts,Fantasy,44,5
1455,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books,Historical Fiction,59,8
1456,Nelson's Bedtime Bible Stories : 150 Passages from the International Children's Bible,Paul Gross,2002,Nelson Bibles,Thriller,30,5
1457,"Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered))",Diane Muldrow,1999,Golden Books,Young Adult,19,9
1458,American Gothic,Robert Bloch,1987,Tor Books (Mm),Young Adult,24,1
1459,"My Big Fake Green-Card Wedding (Harlequin American Romance, 987)",Mollie Molay,2003,Harlequin,Biography,58,2
1460,English Handbook for Christian Schools,Grace Colling,2001,Bob Jones Univ Pr,Fantasy,58,5
1461,Summer Sisters,Judy Blume,1998,Delacorte Press,Horror,26,1
1462,Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,1998,Minotauro,Science Fiction,16,7
1463,The Overseer,Jonathan Rabb,1998,Random House Inc,Romance,14,2
1464,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,Self-help,39,5
1465,U.S.S. Seawolf,Patrick Robinson,2001,HarperTorch,Young Adult,37,7
1466,Day of Reckoning,Jack Higgins,2001,Berkley Publishing Group,Self-help,38,2
1467,Raptor Red,ROBERT T. BAKKER,1996,Bantam,Romance,10,9
1468,The Dracula Tape,Fred Saberhagen,1999,Baen,Biography,17,6
1469,Cold Sea Rising,Richard Moran,1987,Berkley Pub Group,Self-help,23,8
1470,Threat Vector,Michael Dimercurio,2000,Onyx Books,Fantasy,32,7
1471,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks,Mystery,11,5
1472,Nimitz Class,Patrick Robinson,1998,HarperTorch,Horror,40,1
1473,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket,Fantasy,32,1
1474,Tales of Terror and the Supernatural,Wilkie Collins,1972,Dover Publications,Science Fiction,34,4
1475,Un retour simple: Roman,Raymond Cloutier,1998,Lanct̫t ̩diteur,Thriller,36,2
1476,Braveheart,Randall Wallace,1995,Pocket,Science Fiction,43,8
1477,The Hallelujah Side,Rhoda Huffey,2000,Mariner Books,Science Fiction,23,1
1478,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,Random House,Young Adult,33,3
1479,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company,Historical Fiction,49,9
1480,Perfect Skin: A Novel,Nick Earls,2002,St. Martin's Press,Young Adult,35,6
1481,The Mount: A Novel,Carol Emshwiller,2002,Small Beer Press,Historical Fiction,42,7
1482,Callahan's Lady,Spider Robinson,2001,Baen,Romance,23,4
1483,Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam,Thriller,50,1
1484,Allegra Maud Goldman,Edith Konecky,2001,Feminist Press,Science Fiction,47,5
1485,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,Self-help,60,7
1486,Bel Canto: A Novel,Ann Patchett,2002,Perennial,Science Fiction,11,7
1487,All Around the Town,Mary Higgins Clark,1993,Pocket Star,Historical Fiction,31,9
1488,Othello (3rd Series),William Shakespeare,1996,Thomas Nelson Publishers,Young Adult,10,4
1489,A Civil Action,JONATHAN HARR,1996,Vintage,Fantasy,42,2
1490,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks,Thriller,42,7
1491,On Mystic Lake,Kristin Hannah,2000,Ballantine Books,Young Adult,50,9
1492,Angel Falls,KRISTIN HANNAH,2001,Ballantine Books,Science Fiction,46,6
1493,Blue Moon,Luanne Rice,1994,Bantam Books,Mystery,27,6
1494,The Fountainhead,Ayn Rand,1996,New American Library,Fantasy,54,8
1495,The Loop,Nicholas Evans,1999,Dell Publishing Company,Horror,52,10
1496,Emma,Jane Austen,1994,New Amer Library Classics,Fantasy,40,3
1497,Good in Bed,Jennifer Weiner,2002,Washington Square Press,Thriller,29,1
1498,Mansfield Park (Signet Classics (Paperback)),Jane Austen,1996,Signet Book,Self-help,15,5
